Year,Economy Label,Mode Label,Direction Label,US dollars at current prices in millions,US dollars at current prices per capita,Percentage of total world,Percentage of Gross Domestic Product
2012,"China, Macao SAR",Flow,Inward,3893.81,6903.466,0.261096,9.04869
2012,"China, Macao SAR",Flow,Outward,469.22,831.895,0.035903,1.0904
2012,"China, Macao SAR",Stock,Inward,19203.407,34046.36,0.083599,44.62611
2012,"China, Macao SAR",Stock,Outward,1181.488,2094.699,0.005173,2.74562
2012,Madagascar,Flow,Inward,777.637,34.799,0.052144,6.71594
2012,Madagascar,Flow,Outward,36.4,1.629,0.002785,0.31436
2012,Madagascar,Stock,Inward,5729.603,256.397,0.024943,49.48282
2012,Madagascar,Stock,Outward,271.108,12.132,0.001187,2.34138
2012,Malawi,Flow,Inward,80.933,5.257,0.005427,1.41456
2012,Malawi,Flow,Outward,-31.136,-2.022,-0.002382,-0.5442
2012,Malawi,Stock,Inward,1275.798,82.865,0.005554,22.29856
2012,Malawi,Stock,Outward,3.363,0.218,1.5e-05,0.05878
2012,Malaysia,Flow,Inward,9238.863,317.834,0.619505,2.93817
2012,Malaysia,Flow,Outward,17143.227,589.759,1.311726,5.45193
2012,Malaysia,Stock,Inward,132656.258,4563.623,0.577495,42.18769
2012,Malaysia,Stock,Outward,120354.778,4140.429,0.526967,38.27554
2012,Maldives,Flow,Inward,228.0,573.973,0.015288,7.89976
2012,Maldives,Stock,Inward,1765.675,4444.958,0.007687,61.17722
2012,Mali,Flow,Inward,397.866,24.899,0.026679,3.19758
2012,Mali,Flow,Outward,15.95,0.998,0.00122,0.12819
2012,Mali,Stock,Inward,2875.318,179.938,0.012517,23.10838
2012,Mali,Stock,Outward,37.921,2.373,0.000166,0.30477
2012,Malta,Flow,Inward,14183.928,33626.423,0.951092,153.94526
2012,Malta,Flow,Outward,2600.591,6165.329,0.198986,28.22552
2012,Malta,Stock,Inward,165509.837,392381.0,0.720517,1796.36095
2012,Malta,Stock,Outward,72879.304,172777.973,0.319098,790.9955
2012,Mauritania,Flow,Inward,1388.587,374.63,0.093111,20.63829
2012,Mauritania,Flow,Outward,-2.676,-0.722,-0.000205,-0.03977
2012,Mauritania,Stock,Inward,4349.557,1173.477,0.018935,64.64658
2012,Mauritania,Stock,Outward,27.088,7.308,0.000119,0.4026
2012,Mauritius,Flow,Inward,589.018,469.903,0.039496,5.04785
2012,Mauritius,Flow,Outward,180.366,143.891,0.013801,1.54573
2012,Mauritius,Stock,Inward,3218.014,2567.245,0.014009,27.57818
2012,Mauritius,Stock,Outward,1400.546,1117.318,0.006132,12.0026
2012,Mexico,Flow,Inward,21741.047,185.387,1.457829,1.8101
2012,Mexico,Flow,Outward,22312.541,190.26,1.70726,1.85769
2012,Mexico,Stock,Inward,426101.291,3633.378,1.854954,35.4761
2012,Mexico,Stock,Outward,154746.229,1319.525,0.677548,12.88378
2012,Mongolia,Flow,Inward,4272.473,1512.542,0.286487,34.75602
2012,Mongolia,Flow,Outward,64.656,22.89,0.004947,0.52597
2012,Mongolia,Stock,Inward,17668.37,6254.959,0.076916,143.72993
2012,Mongolia,Stock,Outward,883.288,312.702,0.003867,7.18543
2012,"Moldova, Republic of",Flow,Inward,241.01,59.132,0.016161,2.76732
2012,"Moldova, Republic of",Flow,Outward,16.84,4.132,0.001289,0.19336
2012,"Moldova, Republic of",Stock,Inward,3384.19,830.312,0.014732,38.85792
2012,"Moldova, Republic of",Stock,Outward,108.2,26.547,0.000474,1.24237
2012,Montenegro,Flow,Inward,619.753,990.13,0.041557,15.16108
2012,Montenegro,Flow,Outward,26.674,42.614,0.002041,0.65252
2012,Montenegro,Stock,Inward,4706.605,7519.367,0.020489,115.13816
2012,Montserrat,Flow,Inward,2.61,529.413,0.000175,4.11408
2012,Morocco,Flow,Inward,2728.361,82.076,0.182948,2.77651
2012,Morocco,Flow,Outward,406.122,12.217,0.031075,0.41329
2012,Morocco,Stock,Inward,45245.675,1361.104,0.196969,46.04416
2012,Morocco,Stock,Outward,2156.72,64.88,0.009443,2.19478
2012,Mozambique,Flow,Inward,5629.41,226.42,0.377476,34.42893
2012,Mozambique,Flow,Outward,8.9,0.358,0.000681,0.05443
2012,Mozambique,Stock,Inward,13490.848,542.615,0.05873,82.50872
2012,Mozambique,Stock,Outward,17.363,0.698,7.6e-05,0.10619
2012,Oman,Flow,Inward,1365.41,390.337,0.091556,1.78459
2012,Oman,Flow,Outward,884.265,252.789,0.06766,1.15574
2012,Oman,Stock,Inward,18105.254,5175.841,0.078818,23.66358
2012,Oman,Stock,Outward,4902.681,1401.554,0.021466,6.40781
2012,Namibia,Flow,Inward,1060.807,483.332,0.071132,8.1499
2012,Namibia,Flow,Outward,10.533,4.799,0.000806,0.08093
2012,Namibia,Stock,Inward,3303.171,1505.015,0.01438,25.37738
2012,Namibia,Stock,Outward,1035.207,471.669,0.004533,7.95322
2012,Nepal,Flow,Inward,91.978,3.408,0.006167,0.51306
2012,Nepal,Stock,Inward,563.495,20.879,0.002453,3.14324
2012,Netherlands,Flow,Inward,25013.041,1489.594,1.67723,2.98139
2012,Netherlands,Flow,Outward,17935.125,1068.085,1.372319,2.13775
2012,Netherlands,Stock,Inward,663302.723,39501.468,2.887568,79.06143
2012,Netherlands,Stock,Outward,1011072.936,60212.123,4.426926,120.51341
2012,Cura癟ao,Flow,Inward,54.69,353.267,0.003667,1.74667
2012,Cura癟ao,Flow,Outward,19.109,123.431,0.001462,0.61028
2012,Cura癟ao,Stock,Inward,668.113,4315.64,0.002909,21.33799
2012,Cura癟ao,Stock,Outward,527.461,3407.11,0.002309,16.84591
2012,Aruba,Flow,Inward,-316.425,-3085.113,-0.021218,-11.92863
2012,Aruba,Flow,Outward,2.813,27.43,0.000215,0.10606
2012,Aruba,Stock,Inward,3510.894,34230.916,0.015284,132.35433
2012,Aruba,Stock,Outward,687.709,6705.109,0.003011,25.9254
2012,Sint Maarten (Dutch part),Flow,Inward,19.605,541.011,0.001315,1.98867
2012,Sint Maarten (Dutch part),Flow,Outward,-0.662,-18.28,-5.1e-05,-0.06719
2012,Sint Maarten (Dutch part),Stock,Inward,531.403,14664.257,0.002313,53.90333
2012,Sint Maarten (Dutch part),Stock,Outward,59.463,1640.89,0.00026,6.03163
2012,New Caledonia,Flow,Inward,2831.45,10862.785,0.189861,29.31197
2012,New Caledonia,Flow,Outward,108.953,417.994,0.008337,1.12791
2012,New Caledonia,Stock,Inward,10598.422,40660.573,0.046138,109.71788
2012,New Caledonia,Stock,Outward,467.887,1795.038,0.002049,4.8437
2012,Vanuatu,Flow,Inward,37.685,151.037,0.002527,4.82082
2012,Vanuatu,Flow,Outward,0.507,2.033,3.9e-05,0.0649
2012,Vanuatu,Stock,Inward,608.126,2437.33,0.002647,77.79503
2012,Vanuatu,Stock,Outward,24.322,97.483,0.000106,3.11147
2012,New Zealand,Flow,Inward,3504.002,784.163,0.234958,1.98873
2012,New Zealand,Flow,Outward,-433.451,-97.002,-0.033166,-0.24601
2012,New Zealand,Stock,Inward,71576.685,16018.193,0.311596,40.62405
2012,New Zealand,Stock,Outward,19128.95,4280.88,0.083755,10.85682
2012,Nicaragua,Flow,Inward,775.7,129.661,0.052014,7.36516
2012,Nicaragua,Flow,Outward,63.4,10.598,0.004851,0.60197
2012,Nicaragua,Stock,Inward,5154.4,861.575,0.022439,48.94029
2012,Nicaragua,Stock,Outward,246.9,41.27,0.001081,2.34428
2012,Niger,Flow,Inward,841.276,47.275,0.056411,9.09403
2012,Niger,Flow,Outward,2.184,0.123,0.000167,0.02361
2012,Niger,Stock,Inward,4098.348,230.306,0.017841,44.30237
2012,Niger,Stock,Outward,20.072,1.128,8.8e-05,0.21697
2012,Nigeria,Flow,Inward,7127.38,42.621,0.477921,1.55154
2012,Nigeria,Flow,Outward,1542.562,9.224,0.11803,0.3358
2012,Nigeria,Stock,Inward,97514.131,583.118,0.42451,21.22752
2012,Nigeria,Stock,Outward,13145.289,78.607,0.057556,2.86155
2012,Norway,Flow,Inward,14655.092,2923.0,0.982686,2.87633
2012,Norway,Flow,Outward,20671.766,4123.043,1.581715,4.05721
2012,Norway,Stock,Inward,212414.183,42366.617,0.924707,41.6902
2012,Norway,Stock,Outward,216671.634,43215.777,0.948684,42.5258
2012,Micronesia (Federated States of),Stock,Inward,5.13,49.09,2.2e-05,1.56745
2012,Marshall Islands,Flow,Inward,21.374,376.887,0.001433,11.454
2012,Marshall Islands,Stock,Inward,184.288,3249.542,0.000802,98.75708
2012,Palau,Flow,Inward,21.665,1228.507,0.001453,10.26261
2012,Palau,Stock,Inward,261.32,14818.237,0.001138,123.78753
2012,Pakistan,Flow,Inward,859.0,4.587,0.0576,0.4002
2012,Pakistan,Flow,Outward,82.0,0.438,0.006274,0.0382
2012,Pakistan,Stock,Inward,23124.813,123.477,0.10067,10.77368
2012,Pakistan,Stock,Outward,1549.573,8.274,0.006785,0.72193
2012,Panama,Flow,Inward,3210.5,851.448,0.215278,7.94094
2012,Panama,Flow,Outward,-274.4,-72.773,-0.020996,-0.67871
2012,Panama,Stock,Inward,27109.3,7189.585,0.118015,67.05288
2012,Panama,Stock,Outward,3274.8,868.501,0.014339,8.09998
2012,Papua New Guinea,Flow,Inward,25.004,3.277,0.001677,0.11742
2012,Papua New Guinea,Flow,Outward,88.787,11.635,0.006794,0.41693
2012,Papua New Guinea,Stock,Inward,4656.095,610.155,0.020269,21.86456
2012,Papua New Guinea,Stock,Outward,298.983,39.18,0.001309,1.40399
2012,Paraguay,Flow,Inward,697.081,108.554,0.046742,2.09439
2012,Paraguay,Stock,Inward,4956.559,771.868,0.021577,14.89206
2012,Peru,Flow,Inward,13622.485,461.673,0.913445,7.07111
2012,Peru,Flow,Outward,1755.932,59.509,0.134356,0.91146
2012,Peru,Stock,Inward,64280.605,2178.502,0.279834,33.36652
2012,Peru,Stock,Outward,6112.403,207.152,0.026763,3.1728
2012,Philippines,Flow,Inward,2449.312,25.195,0.164237,0.97936
2012,Philippines,Flow,Outward,3407.117,35.048,0.260698,1.36234
2012,Philippines,Stock,Inward,36458.887,375.043,0.158717,14.57818
2012,Philippines,Stock,Outward,9195.701,94.594,0.040263,3.67693
2012,Poland,Flow,Inward,12423.523,324.993,0.83305,2.4921
2012,Poland,Flow,Outward,2900.993,75.889,0.221972,0.58192
2012,Poland,Stock,Inward,198953.317,5204.519,0.866107,39.90902
2012,Poland,Stock,Outward,26102.11,682.818,0.114287,5.23595
2012,Portugal,Flow,Inward,8228.716,781.729,0.55177,3.80542
2012,Portugal,Flow,Outward,-8629.695,-819.822,-0.660307,-3.99086
2012,Portugal,Stock,Inward,123299.939,11713.503,0.536764,57.02084
2012,Portugal,Stock,Outward,65996.622,6269.684,0.288962,30.52056
2012,Guinea-Bissau,Flow,Inward,6.625,4.128,0.000444,0.66964
2012,Guinea-Bissau,Flow,Outward,-0.149,-0.093,-1.1e-05,-0.01505
2012,Guinea-Bissau,Stock,Inward,92.316,57.519,0.000402,9.33121
2012,Guinea-Bissau,Stock,Outward,5.318,3.314,2.3e-05,0.53755
2012,Timor-Leste,Flow,Inward,38.531,34.008,0.002584,3.357
2012,Timor-Leste,Flow,Outward,12.667,11.18,0.000969,1.10361
2012,Timor-Leste,Stock,Inward,243.867,215.24,0.001062,21.24684
2012,Timor-Leste,Stock,Outward,73.667,65.019,0.000323,6.41822
2012,Qatar,Flow,Inward,395.879,180.266,0.026545,0.21189
2012,Qatar,Flow,Outward,1840.11,837.907,0.140797,0.98489
2012,Qatar,Stock,Inward,30714.286,13985.972,0.133709,16.43939
2012,Qatar,Stock,Outward,20302.198,9244.753,0.088892,10.86647
2012,Romania,Flow,Inward,3198.547,158.129,0.214476,1.86835
2012,Romania,Flow,Outward,-114.278,-5.65,-0.008744,-0.06675
2012,Romania,Stock,Inward,76328.671,3773.516,0.332283,44.58548
2012,Romania,Stock,Outward,1941.544,95.986,0.008501,1.1341
2012,Russian Federation,Flow,Inward,30187.664,209.645,2.02421,1.3658
2012,Russian Federation,Flow,Outward,28422.531,197.387,2.17477,1.28594
2012,Russian Federation,Stock,Inward,438194.0,3043.143,1.907598,19.8255
2012,Russian Federation,Stock,Outward,332834.0,2311.445,1.457295,15.05863
2012,Rwanda,Flow,Inward,254.963,24.168,0.017096,3.33027
2012,Rwanda,Stock,Inward,715.932,67.863,0.003117,9.35134
2012,Rwanda,Stock,Outward,12.946,1.227,5.7e-05,0.1691
2012,Saint Kitts and Nevis,Flow,Inward,108.375,2172.678,0.007267,13.5399
2012,Anguilla,Flow,Inward,43.543,3156.663,0.00292,15.54489
2012,Saint Lucia,Flow,Inward,73.558,416.398,0.004932,4.58265
2012,Saint Vincent and the Grenadines,Flow,Inward,115.111,1061.57,0.007719,16.61183
2012,Sao Tome and Principe,Flow,Inward,22.472,119.279,0.001507,8.89748
2012,Sao Tome and Principe,Flow,Outward,0.403,2.138,3.1e-05,0.15948
2012,Sao Tome and Principe,Stock,Inward,314.54,1669.586,0.001369,124.54042
2012,Sao Tome and Principe,Stock,Outward,21.9,116.246,9.6e-05,8.67119
2012,Saudi Arabia,Flow,Inward,12182.373,417.85,0.816879,1.65527
2012,Saudi Arabia,Flow,Outward,4401.548,150.971,0.336788,0.59806
2012,Saudi Arabia,Stock,Inward,199032.133,6826.712,0.86645,27.04333
2012,Saudi Arabia,Stock,Outward,34359.467,1178.514,0.150441,4.66857
2012,Senegal,Flow,Inward,276.175,20.607,0.018519,1.50132
2012,Senegal,Flow,Outward,55.993,4.178,0.004284,0.30439
2012,Senegal,Stock,Inward,2282.589,170.317,0.009937,12.40844
2012,Senegal,Stock,Outward,361.749,26.992,0.001584,1.96651
2012,Serbia,Flow,Inward,1592.959,178.181,0.106815,3.19813
2012,Serbia,Flow,Outward,351.558,39.324,0.0269,0.70581
2012,Serbia,Stock,Inward,29344.17,3282.303,0.127745,58.91331
2012,Serbia,Stock,Outward,2359.901,263.968,0.010333,4.73789
2012,Seychelles,Flow,Inward,261.36,2822.218,0.017525,24.66832
2012,Seychelles,Flow,Outward,15.5,167.372,0.001186,1.46296
2012,Seychelles,Stock,Inward,2168.337,23414.144,0.009439,204.65731
2012,Seychelles,Stock,Outward,270.64,2922.425,0.001185,25.5442
2012,Sierra Leone,Flow,Inward,722.447,107.626,0.048443,19.00245
2012,Sierra Leone,Stock,Inward,1417.398,211.155,0.00617,37.28167
2012,Singapore,Flow,Inward,60102.986,11193.469,4.030159,20.36748
2012,Singapore,Flow,Outward,20480.363,3814.225,1.567069,6.94031
2012,Singapore,Stock,Inward,829263.425,154440.49,3.610048,281.01781
2012,Singapore,Stock,Outward,572977.769,106710.323,2.508751,194.16864
2012,Slovakia,Flow,Inward,2981.688,550.646,0.199935,3.15407
2012,Slovakia,Flow,Outward,8.364,1.545,0.00064,0.00885
2012,Slovakia,Stock,Inward,55124.302,10180.126,0.239974,58.31116
2012,Slovakia,Stock,Outward,4765.193,880.016,0.020864,5.04068
2012,Viet Nam,Flow,Inward,8368.0,93.183,0.56111,5.3703
2012,Viet Nam,Flow,Outward,1200.0,13.363,0.091819,0.77012
2012,Viet Nam,Stock,Inward,72891.298,811.69,0.317319,46.77917
2012,Viet Nam,Stock,Outward,4384.0,48.819,0.019195,2.8135
2012,Slovenia,Flow,Inward,339.331,164.898,0.022754,0.72848
2012,Slovenia,Flow,Outward,-258.846,-125.786,-0.019806,-0.5557
2012,Slovenia,Stock,Inward,12202.659,5929.879,0.053122,26.19695
2012,Slovenia,Stock,Outward,7533.678,3660.989,0.032986,16.17347
2012,Somalia,Flow,Inward,107.33,8.441,0.007197,7.06331
2012,Somalia,Stock,Inward,775.52,60.99,0.003376,51.03644
2012,South Africa,Flow,Inward,4558.847,86.288,0.30569,1.15027
2012,South Africa,Flow,Outward,2987.587,56.548,0.228597,0.75381
2012,South Africa,Stock,Inward,163510.113,3094.868,0.711812,41.25612
2012,South Africa,Stock,Outward,111779.465,2115.727,0.48942,28.20368
2012,Zimbabwe,Flow,Inward,399.5,30.461,0.026788,2.33423
2012,Zimbabwe,Flow,Outward,49.0,3.736,0.003749,0.2863
2012,Zimbabwe,Stock,Inward,2600.95,198.316,0.011323,15.19704
2012,Zimbabwe,Stock,Outward,388.312,29.608,0.0017,2.26886
2012,Spain,Flow,Inward,25696.453,546.0,1.723055,1.93962
2012,Spain,Flow,Outward,-3981.858,-84.607,-0.304675,-0.30056
2012,Spain,Stock,Inward,592267.183,12584.545,2.578327,44.70548
2012,Spain,Stock,Outward,567932.645,12067.483,2.486661,42.86866
2012,South Sudan,Flow,Inward,161.0,15.919,0.010796,1.81241
2012,Sudan,Flow,Inward,2311.0,63.851,0.154962,3.71026
2012,Sudan,Stock,Inward,19736.151,545.291,0.085918,31.68596
2012,Suriname,Flow,Inward,173.723,320.969,0.011649,3.48849
2012,Suriname,Flow,Outward,-0.857,-1.583,-6.6e-05,-0.0172
2012,Suriname,Stock,Inward,1035.434,1913.053,0.004508,20.79227
2012,Suriname,Stock,Outward,496.057,916.507,0.002172,9.96117
2012,Eswatini,Flow,Inward,31.538,29.221,0.002115,0.64539
2012,Eswatini,Flow,Outward,-7.512,-6.96,-0.000575,-0.15372
2012,Eswatini,Stock,Inward,922.381,854.622,0.004015,18.87542
2012,Eswatini,Stock,Outward,46.824,43.384,0.000205,0.95819
2012,Sweden,Flow,Inward,16257.074,1703.593,1.090105,2.94254
2012,Sweden,Flow,Outward,29370.983,3077.811,2.247341,5.31617
2012,Sweden,Stock,Inward,382476.747,40080.067,1.665043,69.2286
2012,Sweden,Stock,Outward,406492.275,42596.675,1.779803,73.57543
2012,"Switzerland, Liechtenstein",Flow,Inward,29482.974,3664.93,1.976958,4.22305
2012,"Switzerland, Liechtenstein",Flow,Outward,44076.6,5479.015,3.372552,6.3134
2012,"Switzerland, Liechtenstein",Stock,Inward,781079.279,97093.36,3.400287,111.87937
2012,"Switzerland, Liechtenstein",Stock,Outward,1190373.488,147971.357,5.211983,170.50541
2012,Syrian Arab Republic,Stock,Inward,10742.908,525.612,0.046767,22.93628
2012,Syrian Arab Republic,Stock,Outward,5.0,0.245,2.2e-05,0.01068
2012,Tajikistan,Flow,Inward,254.793,32.355,0.017085,3.33803
2012,Tajikistan,Stock,Inward,1599.297,203.089,0.006962,20.9523
2012,Thailand,Flow,Inward,9135.216,134.666,0.612555,2.29783
2012,Thailand,Flow,Outward,10496.75,154.737,0.803166,2.6403
2012,Thailand,Stock,Inward,172470.407,2542.462,0.750819,43.38241
2012,Thailand,Stock,Outward,49405.692,728.311,0.21632,12.42728
2012,Togo,Flow,Inward,121.519,17.939,0.008148,2.84255
2012,Togo,Flow,Outward,420.331,62.052,0.032162,9.83235
2012,Togo,Stock,Inward,1358.063,200.487,0.005912,31.76772
2012,Togo,Stock,Outward,1561.673,230.546,0.006838,36.53056
2012,Tonga,Flow,Inward,31.114,302.849,0.002086,6.70582
2012,Tonga,Flow,Outward,7.444,72.457,0.00057,1.60438
2012,Tonga,Stock,Inward,295.12,2872.606,0.001285,63.60647
2012,Tonga,Stock,Outward,81.402,792.342,0.000356,17.54437
2012,Trinidad and Tobago,Flow,Inward,-1904.348,-1416.068,-0.127695,-7.39173
2012,Trinidad and Tobago,Flow,Outward,189.417,140.85,0.014493,0.73522
2012,Trinidad and Tobago,Stock,Inward,10984.308,8167.901,0.047818,42.63563
2012,Trinidad and Tobago,Stock,Outward,555.202,412.847,0.002431,2.15502
2012,United Arab Emirates,Flow,Inward,9566.651,1046.497,0.641484,2.55389
2012,United Arab Emirates,Flow,Outward,2536.011,277.414,0.194045,0.67701
2012,United Arab Emirates,Stock,Inward,80576.844,8814.306,0.350777,21.51064
2012,United Arab Emirates,Stock,Outward,60274.0,6593.377,0.263906,16.09063
2012,Tunisia,Flow,Inward,1603.186,147.8,0.1075,3.55913
2012,Tunisia,Flow,Outward,13.445,1.24,0.001029,0.02985
2012,Tunisia,Stock,Inward,32604.153,3005.824,0.141936,72.38229
2012,Tunisia,Stock,Outward,296.659,27.349,0.001299,0.65859
2012,Turkey,Flow,Inward,13745.0,184.123,0.92166,1.56095
2012,Turkey,Flow,Outward,4107.0,55.016,0.31425,0.46641
2012,Turkey,Stock,Inward,192112.0,2573.467,0.836325,21.81713
2012,Turkey,Stock,Outward,30968.0,414.837,0.135592,3.51687
2012,Turkmenistan,Flow,Inward,3129.615,594.091,0.209854,8.89998
2012,Turkmenistan,Stock,Inward,19963.002,3789.552,0.086905,56.77068
2012,Tuvalu,Flow,Inward,1.325,123.325,8.9e-05,3.56172
2012,Tuvalu,Stock,Inward,6.878,640.171,3e-05,18.48866
2012,Uganda,Flow,Inward,1205.388,34.879,0.080826,4.93088
2012,Uganda,Flow,Outward,46.337,1.341,0.003546,0.18955
2012,Uganda,Stock,Inward,7674.921,222.084,0.033411,31.39579
2012,Uganda,Stock,Outward,100.555,2.91,0.00044,0.41134
2012,Ukraine,Flow,Inward,8401.0,184.825,0.563322,4.77925
2012,Ukraine,Flow,Outward,1206.0,26.532,0.092278,0.68608
2012,Ukraine,Stock,Inward,65121.0,1432.685,0.283492,37.04672
2012,Ukraine,Stock,Outward,7712.0,169.667,0.033767,4.38728
2012,North Macedonia,Flow,Inward,142.904,68.894,0.009582,1.4664
2012,North Macedonia,Flow,Outward,-25.567,-12.326,-0.001956,-0.26236
2012,North Macedonia,Stock,Inward,4862.708,2344.293,0.021169,49.89815
2012,North Macedonia,Stock,Outward,95.376,45.98,0.000418,0.97869
2012,Egypt,Flow,Inward,6031.0,69.785,0.404404,2.18091
2012,Egypt,Flow,Outward,211.1,2.443,0.016152,0.07634
2012,Egypt,Stock,Inward,78643.0,909.986,0.342358,28.43858
2012,Egypt,Stock,Outward,6285.0,72.724,0.027519,2.27276
2012,"Tanzania, United Republic of",Flow,Inward,1799.6,38.246,0.120671,4.45669
2012,"Tanzania, United Republic of",Stock,Inward,12740.9,270.777,0.055465,31.55267
2012,United States of America,Flow,Inward,199034.0,626.512,13.346069,1.22117
2012,United States of America,Flow,Outward,318196.0,1001.605,24.346988,1.95229
2012,United States of America,Stock,Inward,3915805.0,12326.024,17.046745,24.02545
2012,United States of America,Stock,Outward,5222873.0,16440.364,22.868054,32.04497
2012,Burkina Faso,Flow,Inward,329.301,19.872,0.022081,2.62146
2012,Burkina Faso,Flow,Outward,72.96,4.403,0.005583,0.58081
2012,Burkina Faso,Stock,Inward,997.808,60.213,0.004344,7.94323
2012,Burkina Faso,Stock,Outward,182.813,11.032,0.0008,1.45532
2012,Uruguay,Flow,Inward,2216.016,655.825,0.148593,4.32271
2012,Uruguay,Flow,Outward,-24.215,-7.166,-0.001853,-0.04724
2012,Uruguay,Stock,Inward,28029.919,8295.391,0.122023,54.67708
2012,Uruguay,Stock,Outward,5562.18,1646.115,0.024354,10.84997
2012,Uzbekistan,Flow,Inward,744.245,25.272,0.049905,1.16282
2012,Uzbekistan,Flow,Outward,3.086,0.105,0.000236,0.00482
2012,Uzbekistan,Stock,Inward,4740.384,160.967,0.020636,7.40647
2012,Uzbekistan,Stock,Outward,158.289,5.375,0.000693,0.24731
2012,Venezuela (Bolivarian Rep. of),Flow,Inward,5973.0,203.434,0.400515,1.56654
2012,Venezuela (Bolivarian Rep. of),Flow,Outward,4294.0,146.249,0.328558,1.12619
2012,Venezuela (Bolivarian Rep. of),Stock,Inward,40180.0,1368.49,0.174916,10.53802
2012,Venezuela (Bolivarian Rep. of),Stock,Outward,26391.0,898.851,0.115552,6.92158
2012,Samoa,Flow,Inward,20.889,110.472,0.001401,2.76525
2012,Samoa,Flow,Outward,11.263,59.566,0.000862,1.49102
2012,Samoa,Stock,Inward,261.907,1385.099,0.00114,34.6708
2012,Samoa,Stock,Outward,21.232,112.284,9.3e-05,2.81062
2012,Yemen,Flow,Inward,-531.0,-21.697,-0.035606,-1.65551
2012,Yemen,Flow,Outward,8.516,0.348,0.000652,0.02655
2012,Yemen,Stock,Inward,3808.142,155.605,0.016578,11.8727
2012,Yemen,Stock,Outward,637.543,26.051,0.002791,1.98768
2012,Zambia,Flow,Inward,1731.5,119.702,0.116104,6.96831
2012,Zambia,Flow,Outward,-701.897,-48.523,-0.053706,-2.82474
2012,Zambia,Stock,Inward,11047.53,763.734,0.048093,44.46007
2012,Zambia,Stock,Outward,1409.14,97.416,0.00617,5.67099
2012,United Kingdom,Flow,Inward,55446.12,856.021,3.717896,2.05051
2012,United Kingdom,Flow,Outward,20699.885,319.581,1.583866,0.76552
2012,United Kingdom,Stock,Inward,1440493.661,22239.49,6.270927,53.27235
2012,United Kingdom,Stock,Outward,1693917.13,26152.043,7.41672,62.64446
2013,Afghanistan,Flow,Inward,37.639,1.166,0.00259,0.19182
2013,Afghanistan,Flow,Outward,0.537,0.017,3.8e-05,0.00274
2013,Afghanistan,Stock,Inward,1104.68,34.233,0.004424,5.62986
2013,Afghanistan,Stock,Outward,6.647,0.206,2.6e-05,0.03388
2013,Albania,Flow,Inward,1265.901,435.948,0.087093,9.90821
2013,Albania,Flow,Outward,39.817,13.712,0.002797,0.31165
2013,Albania,Stock,Inward,3930.695,1353.644,0.015741,30.76556
2013,Albania,Stock,Outward,239.949,82.633,0.000953,1.87809
2013,Algeria,Flow,Inward,1696.867,44.49,0.116743,0.80898
2013,Algeria,Flow,Outward,-268.294,-7.034,-0.018849,-0.12791
2013,Algeria,Stock,Inward,25321.606,663.91,0.101401,12.07199
2013,Algeria,Stock,Outward,1729.062,45.334,0.006866,0.82432
2013,Angola,Flow,Inward,-7120.017,-273.681,-0.489851,-5.20812
2013,Angola,Flow,Outward,921.566,35.423,0.064743,0.6741
2013,Angola,Stock,Inward,34690.573,1333.443,0.138919,25.37532
2013,Angola,Stock,Outward,3527.445,135.589,0.014007,2.58024
2013,Antigua and Barbuda,Flow,Inward,94.663,1034.45,0.006513,8.01241
2013,Antigua and Barbuda,Stock,Inward,503.305,5500.002,0.002015,42.6007
2013,Antigua and Barbuda,Stock,Outward,34.371,375.604,0.000136,2.90927
2013,Azerbaijan,Flow,Inward,2632.0,280.434,0.181079,3.54906
2013,Azerbaijan,Flow,Outward,1490.0,158.756,0.104677,2.00915
2013,Azerbaijan,Stock,Inward,13750.0,1465.031,0.055062,18.54085
2013,Azerbaijan,Stock,Outward,9005.0,959.462,0.035759,12.14257
2013,Argentina,Flow,Inward,9821.662,232.763,0.675722,1.6014
2013,Argentina,Flow,Outward,889.973,21.091,0.062523,0.14511
2013,Argentina,Stock,Inward,88337.66,2093.506,0.35375,14.40329
2013,Argentina,Stock,Outward,34517.158,818.019,0.137067,5.62796
2013,Australia,Flow,Inward,56765.524,2441.012,3.90542,3.67839
2013,Australia,Flow,Outward,1441.342,61.98,0.101259,0.0934
2013,Australia,Stock,Inward,569825.271,24503.437,2.281877,36.92452
2013,Australia,Stock,Outward,456964.797,19650.248,1.814601,29.61119
2013,Austria,Flow,Inward,5721.21,668.663,0.393614,1.3303
2013,Austria,Flow,Outward,15572.642,1820.044,1.094026,3.62097
2013,Austria,Stock,Inward,178825.242,20900.099,0.716109,41.58062
2013,Austria,Stock,Outward,231836.392,27095.748,0.920619,53.90683
2013,Bahamas,Flow,Inward,1590.4,4331.603,0.109418,15.04864
2013,Bahamas,Flow,Outward,277.142,754.822,0.01947,2.62236
2013,Bahamas,Stock,Inward,17192.842,46826.311,0.068849,162.6816
2013,Bahamas,Stock,Outward,3497.294,9525.207,0.013888,33.09199
2013,Bahrain,Flow,Inward,3728.723,2835.469,0.256533,11.45905
2013,Bahrain,Flow,Outward,531.915,404.489,0.037369,1.63467
2013,Bahrain,Stock,Inward,27603.723,20990.962,0.11054,84.83128
2013,Bahrain,Stock,Outward,14523.936,11044.575,0.057674,44.63471
2013,Bangladesh,Flow,Inward,1599.16,10.468,0.110021,1.04176
